audit_id,file_path,audit_name,category,category_number,subcategory,tier,status,automatable,severity,estimated_duration,requires_runtime,requires_physical_access,requires_human_evaluation,requires_interviews,discovery,prd,task_decomposition,specification,implementation,testing,integration,deployment,post_production
vendor-third-party.contract-management.contract-security-clauses,20-vendor-third-party/contract-management/contract-security-clauses.yaml,Contract Security Clauses Audit,vendor-third-party,20,contract-management,expert,active,manual,critical,3-5 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.contract-management.data-ownership-clauses,20-vendor-third-party/contract-management/data-ownership-clauses.yaml,Data Ownership Clauses Audit,vendor-third-party,20,contract-management,expert,active,manual,critical,3-4 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.contract-management.liability-provisions,20-vendor-third-party/contract-management/liability-provisions.yaml,Liability Provisions Audit,vendor-third-party,20,contract-management,expert,active,manual,high,3-4 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.contract-management.sla-definition,20-vendor-third-party/contract-management/sla-definition.yaml,SLA Definition Audit,vendor-third-party,20,contract-management,expert,active,manual,high,3-5 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.contract-management.termination-clauses,20-vendor-third-party/contract-management/termination-clauses.yaml,Termination Clauses Audit,vendor-third-party,20,contract-management,expert,active,manual,high,2-4 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.contract-management.vendor-contract-review,20-vendor-third-party/contract-management/vendor-contract-review.yaml,Vendor Contract Review Audit,vendor-third-party,20,contract-management,expert,active,manual,high,4-6 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.fourth-party-risk.cascading-risk-assessment,20-vendor-third-party/fourth-party-risk/cascading-risk-assessment.yaml,Cascading Risk Assessment Audit,vendor-third-party,20,fourth-party-risk,expert,active,partial,high,5-7 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.fourth-party-risk.concentration-risk,20-vendor-third-party/fourth-party-risk/concentration-risk.yaml,Concentration Risk Audit,vendor-third-party,20,fourth-party-risk,expert,active,partial,high,4-5 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.fourth-party-risk.fourth-party-mapping,20-vendor-third-party/fourth-party-risk/fourth-party-mapping.yaml,Fourth-Party Mapping Audit,vendor-third-party,20,fourth-party-risk,expert,active,partial,high,4-6 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.fourth-party-risk.subcontractor-oversight,20-vendor-third-party/fourth-party-risk/subcontractor-oversight.yaml,Subcontractor Oversight Audit,vendor-third-party,20,fourth-party-risk,expert,active,partial,high,4-6 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.sla-monitoring.sla-breach-handling,20-vendor-third-party/sla-monitoring/sla-breach-handling.yaml,SLA Breach Handling Audit,vendor-third-party,20,sla-monitoring,expert,active,partial,high,3-4 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.sla-monitoring.sla-performance-tracking,20-vendor-third-party/sla-monitoring/sla-performance-tracking.yaml,SLA Performance Tracking Audit,vendor-third-party,20,sla-monitoring,expert,active,partial,high,4-6 hours,true,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.sla-monitoring.sla-reporting,20-vendor-third-party/sla-monitoring/sla-reporting.yaml,SLA Reporting Audit,vendor-third-party,20,sla-monitoring,expert,active,partial,medium,2-4 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.sla-monitoring.vendor-response-time,20-vendor-third-party/sla-monitoring/vendor-response-time.yaml,Vendor Response Time Audit,vendor-third-party,20,sla-monitoring,expert,active,partial,high,3-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.sla-monitoring.vendor-uptime-monitoring,20-vendor-third-party/sla-monitoring/vendor-uptime-monitoring.yaml,Vendor Uptime Monitoring Audit,vendor-third-party,20,sla-monitoring,expert,active,partial,high,3-5 hours,true,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.supply-chain-security.dependency-vulnerability,20-vendor-third-party/supply-chain-security/dependency-vulnerability.yaml,Dependency Vulnerability Audit,vendor-third-party,20,supply-chain-security,expert,active,partial,critical,4-6 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.supply-chain-security.hardware-supply-chain,20-vendor-third-party/supply-chain-security/hardware-supply-chain.yaml,Hardware Supply Chain Audit,vendor-third-party,20,supply-chain-security,expert,active,manual,high,5-7 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.supply-chain-security.sbom-management,20-vendor-third-party/supply-chain-security/sbom-management.yaml,SBOM Management Audit,vendor-third-party,20,supply-chain-security,expert,active,partial,high,4-6 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.supply-chain-security.software-supply-chain,20-vendor-third-party/supply-chain-security/software-supply-chain.yaml,Software Supply Chain Audit,vendor-third-party,20,supply-chain-security,phd,active,partial,critical,6-8 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.supply-chain-security.supplier-continuity,20-vendor-third-party/supply-chain-security/supplier-continuity.yaml,Supplier Continuity Audit,vendor-third-party,20,supply-chain-security,expert,active,manual,high,4-6 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.supply-chain-security.supply-chain-integrity,20-vendor-third-party/supply-chain-security/supply-chain-integrity.yaml,Supply Chain Integrity Audit,vendor-third-party,20,supply-chain-security,expert,active,partial,critical,5-7 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.third-party-security.third-party-access-controls,20-vendor-third-party/third-party-security/third-party-access-controls.yaml,Third-Party Access Controls Audit,vendor-third-party,20,third-party-security,expert,active,partial,critical,5-7 hours,true,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.third-party-security.third-party-compliance-verification,20-vendor-third-party/third-party-security/third-party-compliance-verification.yaml,Third-Party Compliance Verification Audit,vendor-third-party,20,third-party-security,expert,active,partial,high,5-7 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.third-party-security.third-party-data-handling,20-vendor-third-party/third-party-security/third-party-data-handling.yaml,Third-Party Data Handling Audit,vendor-third-party,20,third-party-security,expert,active,partial,critical,5-7 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.third-party-security.third-party-encryption-standards,20-vendor-third-party/third-party-security/third-party-encryption-standards.yaml,Third-Party Encryption Standards Audit,vendor-third-party,20,third-party-security,expert,active,partial,high,4-6 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.third-party-security.third-party-incident-response,20-vendor-third-party/third-party-security/third-party-incident-response.yaml,Third-Party Incident Response Audit,vendor-third-party,20,third-party-security,expert,active,partial,high,4-6 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.third-party-security.third-party-penetration-testing,20-vendor-third-party/third-party-security/third-party-penetration-testing.yaml,Third-Party Penetration Testing Audit,vendor-third-party,20,third-party-security,expert,active,partial,high,4-6 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.vendor-due-diligence.vendor-background-check,20-vendor-third-party/vendor-due-diligence/vendor-background-check.yaml,Vendor Background Check Audit,vendor-third-party,20,vendor-due-diligence,expert,active,manual,high,4-5 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.vendor-due-diligence.vendor-capability-assessment,20-vendor-third-party/vendor-due-diligence/vendor-capability-assessment.yaml,Vendor Capability Assessment Audit,vendor-third-party,20,vendor-due-diligence,expert,active,manual,medium,4-5 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.vendor-due-diligence.vendor-certification-verification,20-vendor-third-party/vendor-due-diligence/vendor-certification-verification.yaml,Vendor Certification Verification Audit,vendor-third-party,20,vendor-due-diligence,expert,active,partial,high,3-5 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.vendor-due-diligence.vendor-insurance-verification,20-vendor-third-party/vendor-due-diligence/vendor-insurance-verification.yaml,Vendor Insurance Verification Audit,vendor-third-party,20,vendor-due-diligence,expert,active,partial,medium,3-4 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.vendor-due-diligence.vendor-legal-compliance,20-vendor-third-party/vendor-due-diligence/vendor-legal-compliance.yaml,Vendor Legal Compliance Audit,vendor-third-party,20,vendor-due-diligence,expert,active,partial,high,4-6 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.vendor-due-diligence.vendor-reference-check,20-vendor-third-party/vendor-due-diligence/vendor-reference-check.yaml,Vendor Reference Check Audit,vendor-third-party,20,vendor-due-diligence,expert,active,manual,medium,3-4 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.vendor-governance.vendor-categorization,20-vendor-third-party/vendor-governance/vendor-categorization.yaml,Vendor Categorization Audit,vendor-third-party,20,vendor-governance,expert,active,partial,high,3-4 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.vendor-governance.vendor-governance-structure,20-vendor-third-party/vendor-governance/vendor-governance-structure.yaml,Vendor Governance Structure Audit,vendor-third-party,20,vendor-governance,expert,active,manual,high,4-5 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.vendor-governance.vendor-inventory,20-vendor-third-party/vendor-governance/vendor-inventory.yaml,Vendor Inventory Audit,vendor-third-party,20,vendor-governance,expert,active,partial,high,3-5 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.vendor-governance.vendor-management-policy,20-vendor-third-party/vendor-governance/vendor-management-policy.yaml,Vendor Management Policy Audit,vendor-third-party,20,vendor-governance,expert,active,manual,high,3-4 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.vendor-lifecycle.vendor-offboarding,20-vendor-third-party/vendor-lifecycle/vendor-offboarding.yaml,Vendor Offboarding Audit,vendor-third-party,20,vendor-lifecycle,expert,active,partial,high,3-5 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.vendor-lifecycle.vendor-onboarding,20-vendor-third-party/vendor-lifecycle/vendor-onboarding.yaml,Vendor Onboarding Audit,vendor-third-party,20,vendor-lifecycle,expert,active,partial,high,4-6 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.vendor-lifecycle.vendor-performance-evaluation,20-vendor-third-party/vendor-lifecycle/vendor-performance-evaluation.yaml,Vendor Performance Evaluation Audit,vendor-third-party,20,vendor-lifecycle,expert,active,partial,high,4-6 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.vendor-lifecycle.vendor-periodic-review,20-vendor-third-party/vendor-lifecycle/vendor-periodic-review.yaml,Vendor Periodic Review Audit,vendor-third-party,20,vendor-lifecycle,expert,active,partial,high,3-5 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.vendor-lifecycle.vendor-relationship-management,20-vendor-third-party/vendor-lifecycle/vendor-relationship-management.yaml,Vendor Relationship Management Audit,vendor-third-party,20,vendor-lifecycle,expert,active,manual,medium,4-6 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.vendor-risk-assessment.vendor-financial-stability,20-vendor-third-party/vendor-risk-assessment/vendor-financial-stability.yaml,Vendor Financial Stability Audit,vendor-third-party,20,vendor-risk-assessment,expert,active,partial,medium,3-5 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.vendor-risk-assessment.vendor-reputation-assessment,20-vendor-third-party/vendor-risk-assessment/vendor-reputation-assessment.yaml,Vendor Reputation Assessment Audit,vendor-third-party,20,vendor-risk-assessment,expert,active,partial,medium,3-4 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.vendor-risk-assessment.vendor-risk-classification,20-vendor-third-party/vendor-risk-assessment/vendor-risk-classification.yaml,Vendor Risk Classification Audit,vendor-third-party,20,vendor-risk-assessment,expert,active,partial,high,4-6 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.vendor-risk-assessment.vendor-risk-register,20-vendor-third-party/vendor-risk-assessment/vendor-risk-register.yaml,Vendor Risk Register Audit,vendor-third-party,20,vendor-risk-assessment,expert,active,partial,high,4-6 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.vendor-risk-assessment.vendor-risk-scoring,20-vendor-third-party/vendor-risk-assessment/vendor-risk-scoring.yaml,Vendor Risk Scoring Audit,vendor-third-party,20,vendor-risk-assessment,expert,active,partial,high,3-5 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
vendor-third-party.vendor-risk-assessment.vendor-security-questionnaire,20-vendor-third-party/vendor-risk-assessment/vendor-security-questionnaire.yaml,Vendor Security Questionnaire Audit,vendor-third-party,20,vendor-risk-assessment,expert,active,partial,high,4-6 hours,false,false,false,false,No,Yes,No,Yes,Yes,No,No,Yes,Yes
responsible-design.addiction-manipulation.engagement-metric-ethics,21-responsible-design/addiction-manipulation/engagement-metric-ethics.yaml,Engagement Metric Ethics Audit,ethical-societal,21,addiction-manipulation,expert,active,manual,high,3-4 hours,false,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.addiction-manipulation.fomo-exploitation,21-responsible-design/addiction-manipulation/fomo-exploitation.yaml,FOMO Exploitation Audit,ethical-societal,21,addiction-manipulation,expert,active,partial,medium,2-3 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.addiction-manipulation.infinite-scroll-impact,21-responsible-design/addiction-manipulation/infinite-scroll-impact.yaml,Infinite Scroll Impact Audit,ethical-societal,21,addiction-manipulation,expert,active,partial,medium,2-3 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.addiction-manipulation.notification-manipulation,21-responsible-design/addiction-manipulation/notification-manipulation.yaml,Notification Manipulation Audit,ethical-societal,21,addiction-manipulation,expert,active,partial,medium,2-3 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.addiction-manipulation.social-pressure-mechanism,21-responsible-design/addiction-manipulation/social-pressure-mechanism.yaml,Social Pressure Mechanism Audit,ethical-societal,21,addiction-manipulation,expert,active,manual,medium,2-3 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.addiction-manipulation.variable-reward-pattern,21-responsible-design/addiction-manipulation/variable-reward-pattern.yaml,Variable Reward Pattern Audit,ethical-societal,21,addiction-manipulation,expert,active,manual,high,3-4 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.algorithmic-fairness.bias-detection,21-responsible-design/algorithmic-fairness/bias-detection.yaml,Bias Detection Audit,ethical-societal,21,algorithmic-fairness,phd,active,partial,critical,4-8 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.algorithmic-fairness.disparate-impact,21-responsible-design/algorithmic-fairness/disparate-impact.yaml,Disparate Impact Audit,ethical-societal,21,algorithmic-fairness,phd,active,partial,critical,4-6 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.algorithmic-fairness.fairness-metric-selection,21-responsible-design/algorithmic-fairness/fairness-metric-selection.yaml,Fairness Metric Selection Audit,ethical-societal,21,algorithmic-fairness,phd,active,manual,high,3-5 hours,false,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.algorithmic-fairness.historical-bias-training-data,21-responsible-design/algorithmic-fairness/historical-bias-training-data.yaml,Historical Bias in Training Data Audit,ethical-societal,21,algorithmic-fairness,phd,active,partial,high,4-6 hours,false,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.algorithmic-fairness.protected-class-treatment,21-responsible-design/algorithmic-fairness/protected-class-treatment.yaml,Protected Class Treatment Audit,ethical-societal,21,algorithmic-fairness,phd,active,partial,critical,3-5 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.algorithmic-fairness.proxy-variable,21-responsible-design/algorithmic-fairness/proxy-variable.yaml,Proxy Variable Audit,ethical-societal,21,algorithmic-fairness,phd,active,partial,high,4-6 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.consent-transparency.algorithm-explainability,21-responsible-design/consent-transparency/algorithm-explainability.yaml,Algorithm Explainability Audit,ethical-societal,21,consent-transparency,expert,active,partial,high,4-6 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.consent-transparency.cookie-consent-implementation,21-responsible-design/consent-transparency/cookie-consent-implementation.yaml,Cookie Consent Implementation Audit,ethical-societal,21,consent-transparency,expert,active,partial,high,2-3 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.consent-transparency.data-usage-transparency,21-responsible-design/consent-transparency/data-usage-transparency.yaml,Data Usage Transparency Audit,ethical-societal,21,consent-transparency,expert,active,partial,high,3-4 hours,false,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.consent-transparency.informed-consent,21-responsible-design/consent-transparency/informed-consent.yaml,Informed Consent Audit,ethical-societal,21,consent-transparency,expert,active,partial,critical,3-5 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.consent-transparency.opt-in-opt-out-default,21-responsible-design/consent-transparency/opt-in-opt-out-default.yaml,Opt-In vs Opt-Out Default Audit,ethical-societal,21,consent-transparency,expert,active,partial,high,2-3 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.consent-transparency.price-transparency,21-responsible-design/consent-transparency/price-transparency.yaml,Price Transparency Audit,ethical-societal,21,consent-transparency,expert,active,partial,high,2-3 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.consent-transparency.terms-of-service-readability,21-responsible-design/consent-transparency/terms-of-service-readability.yaml,Terms of Service Readability Audit,ethical-societal,21,consent-transparency,expert,active,partial,medium,2-3 hours,false,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.content-harm.harmful-content-moderation,21-responsible-design/content-harm/harmful-content-moderation.yaml,Harmful Content Moderation Audit,ethical-societal,21,content-harm,expert,active,partial,critical,4-6 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.content-harm.misinformation-amplification,21-responsible-design/content-harm/misinformation-amplification.yaml,Misinformation Amplification Audit,ethical-societal,21,content-harm,expert,active,partial,critical,4-6 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.content-harm.radicalization-vector,21-responsible-design/content-harm/radicalization-vector.yaml,Radicalization Vector Audit,ethical-societal,21,content-harm,expert,active,partial,critical,5-7 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.dark-pattern-avoidance.bait-and-switch,21-responsible-design/dark-pattern-avoidance/bait-and-switch.yaml,Bait and Switch Audit,ethical-societal,21,dark-pattern-avoidance,expert,active,partial,high,2-3 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.dark-pattern-avoidance.confirmshaming,21-responsible-design/dark-pattern-avoidance/confirmshaming.yaml,Confirmshaming Audit,ethical-societal,21,dark-pattern-avoidance,expert,active,partial,medium,1-2 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.dark-pattern-avoidance.forced-continuity,21-responsible-design/dark-pattern-avoidance/forced-continuity.yaml,Forced Continuity Audit,ethical-societal,21,dark-pattern-avoidance,phd,active,partial,high,2-4 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.dark-pattern-avoidance.hidden-cost,21-responsible-design/dark-pattern-avoidance/hidden-cost.yaml,Hidden Cost Audit,ethical-societal,21,dark-pattern-avoidance,expert,active,partial,high,2-3 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.dark-pattern-avoidance.misdirection,21-responsible-design/dark-pattern-avoidance/misdirection.yaml,Misdirection Audit,ethical-societal,21,dark-pattern-avoidance,expert,active,manual,medium,2-3 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.dark-pattern-avoidance.privacy-zuckering,21-responsible-design/dark-pattern-avoidance/privacy-zuckering.yaml,Privacy Zuckering Audit,ethical-societal,21,dark-pattern-avoidance,phd,active,partial,critical,3-5 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.dark-pattern-avoidance.roach-motel,21-responsible-design/dark-pattern-avoidance/roach-motel.yaml,Roach Motel (Hard to Cancel) Audit,ethical-societal,21,dark-pattern-avoidance,phd,active,partial,critical,2-4 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.dark-pattern-avoidance.sneak-into-basket,21-responsible-design/dark-pattern-avoidance/sneak-into-basket.yaml,Sneak into Basket Audit,ethical-societal,21,dark-pattern-avoidance,expert,active,partial,high,1-2 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.dark-pattern-avoidance.trick-question,21-responsible-design/dark-pattern-avoidance/trick-question.yaml,Trick Question Audit,ethical-societal,21,dark-pattern-avoidance,expert,active,partial,medium,1-2 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.economic-fairness.accessibility-pricing,21-responsible-design/economic-fairness/accessibility-pricing.yaml,Accessibility Pricing Audit,ethical-societal,21,economic-fairness,expert,active,partial,medium,2-3 hours,false,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.economic-fairness.dynamic-pricing-transparency,21-responsible-design/economic-fairness/dynamic-pricing-transparency.yaml,Dynamic Pricing Transparency Audit,ethical-societal,21,economic-fairness,expert,active,partial,high,3-4 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.economic-fairness.predatory-pricing,21-responsible-design/economic-fairness/predatory-pricing.yaml,Predatory Pricing Audit,ethical-societal,21,economic-fairness,expert,active,partial,high,3-5 hours,false,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.economic-fairness.vendor-lock-in-ethics,21-responsible-design/economic-fairness/vendor-lock-in-ethics.yaml,Vendor Lock-In Ethics Audit,ethical-societal,21,economic-fairness,expert,active,partial,medium,2-3 hours,false,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.environmental-impact.compute-optimization-environmental,21-responsible-design/environmental-impact/compute-optimization-environmental.yaml,Compute Optimization (Environmental) Audit,ethical-societal,21,environmental-impact,expert,active,partial,medium,2-3 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.environmental-impact.data-center-efficiency,21-responsible-design/environmental-impact/data-center-efficiency.yaml,Data Center Efficiency Audit,ethical-societal,21,environmental-impact,expert,active,partial,medium,2-3 hours,false,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.environmental-impact.data-retention-environmental,21-responsible-design/environmental-impact/data-retention-environmental.yaml,Data Retention (Environmental) Audit,ethical-societal,21,environmental-impact,expert,active,partial,medium,2-3 hours,false,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.environmental-impact.energy-efficient-algorithm,21-responsible-design/environmental-impact/energy-efficient-algorithm.yaml,Energy-Efficient Algorithm Audit,ethical-societal,21,environmental-impact,expert,active,partial,medium,3-4 hours,true,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
responsible-design.environmental-impact.green-hosting,21-responsible-design/environmental-impact/green-hosting.yaml,Green Hosting Audit,ethical-societal,21,environmental-impact,expert,active,partial,medium,2-3 hours,false,false,false,false,Yes,Yes,No,Yes,No,No,No,No,Yes
gamification-behavioral.achievement-systems.achievement-completability,22-gamification-behavioral/achievement-systems/achievement-completability.yaml,Achievement Completability Audit,gamification-behavioral,22,achievement-systems,expert,active,partial,medium,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.achievement-systems.achievement-difficulty-curve,22-gamification-behavioral/achievement-systems/achievement-difficulty-curve.yaml,Achievement Difficulty Curve Audit,gamification-behavioral,22,achievement-systems,expert,active,partial,medium,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.achievement-systems.achievement-display,22-gamification-behavioral/achievement-systems/achievement-display.yaml,Achievement Display Audit,gamification-behavioral,22,achievement-systems,expert,active,partial,low,1-2 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.achievement-systems.badge-achievement-design,22-gamification-behavioral/achievement-systems/badge-achievement-design.yaml,Badge/Achievement Design Audit,gamification-behavioral,22,achievement-systems,expert,active,partial,medium,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.currency-economy.currency-sink-balance,22-gamification-behavioral/currency-economy/currency-sink-balance.yaml,Currency Sink Balance Audit,gamification-behavioral,22,currency-economy,expert,active,partial,medium,3-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.currency-economy.earn-rate-fairness,22-gamification-behavioral/currency-economy/earn-rate-fairness.yaml,Earn Rate Fairness Audit,gamification-behavioral,22,currency-economy,expert,active,partial,medium,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.currency-economy.exchange-rate-clarity,22-gamification-behavioral/currency-economy/exchange-rate-clarity.yaml,Exchange Rate Clarity Audit,gamification-behavioral,22,currency-economy,expert,active,partial,medium,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.currency-economy.pay-to-win-prevention,22-gamification-behavioral/currency-economy/pay-to-win-prevention.yaml,Pay-to-Win Prevention Audit,gamification-behavioral,22,currency-economy,expert,active,partial,high,3-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.currency-economy.virtual-currency-design,22-gamification-behavioral/currency-economy/virtual-currency-design.yaml,Virtual Currency Design Audit,gamification-behavioral,22,currency-economy,expert,active,partial,high,3-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.engagement-ethics.compulsion-loop-assessment,22-gamification-behavioral/engagement-ethics/compulsion-loop-assessment.yaml,Compulsion Loop Assessment Audit,gamification-behavioral,22,engagement-ethics,phd,active,manual,critical,4-6 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
gamification-behavioral.engagement-ethics.engagement-vs-exploitation,22-gamification-behavioral/engagement-ethics/engagement-vs-exploitation.yaml,Engagement vs Exploitation Audit,gamification-behavioral,22,engagement-ethics,expert,active,manual,critical,4-6 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,No,No
